classification,orientation,distance,time,predicted
same,0,0,0.00009,same
different,0.21299,0.504,0.36797,different
different,0.7571,0.229,0.3896,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36799,different
different,0.7571,0.229,0.38962,different
same,0,0,0.00011,same
different,0.21299,0.504,0.36809,different
different,0.7571,0.229,0.38973,different
same,0,0,0.00003,same
different,0.21299,0.504,0.36812,different
different,0.7571,0.229,0.38975,different
same,0,0,0.00001,same
different,0.21299,0.504,0.36813,different
different,0.7571,0.229,0.38976,different
same,0,0,0.00004,same
different,0.21299,0.504,0.36816,different
different,0.7571,0.229,0.3898,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36818,different
different,0.7571,0.229,0.38981,different
same,0,0,0.00002,same
different,0.21299,0.504,0.3682,different
different,0.7571,0.229,0.38983,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36822,different
different,0.7571,0.229,0.38985,different
same,0,0,0.00005,same
different,0.21299,0.504,0.36827,different
different,0.7571,0.229,0.3899,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36829,different
different,0.7571,0.229,0.38992,different
same,0,0,0.00001,same
different,0.21299,0.504,0.3683,different
different,0.7571,0.229,0.38993,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36831,different
different,0.7571,0.229,0.38995,different
same,0,0,0.00011,same
different,0.21299,0.504,0.36842,different
different,0.7571,0.229,0.39005,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36844,different
different,0.7571,0.229,0.39007,different
same,0,0,0.00001,same
different,0.21299,0.504,0.36844,different
different,0.7571,0.229,0.39008,different
same,0,0,0.00011,same
different,0.21299,0.504,0.36855,different
different,0.7571,0.229,0.39018,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36857,different
different,0.7571,0.229,0.3902,different
same,0,0,0.00001,same
different,0.21299,0.504,0.36858,different
different,0.7571,0.229,0.39021,different
same,0,0,0.00004,same
different,0.21299,0.504,0.36861,different
different,0.7571,0.229,0.39024,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36863,different
different,0.7571,0.229,0.39026,different
same,0,0,0.00007,same
different,0.21299,0.504,0.3687,different
different,0.7571,0.229,0.39033,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36872,different
different,0.7571,0.229,0.39035,different
same,0,0,0.00003,same
different,0.21299,0.504,0.36874,different
different,0.7571,0.229,0.39037,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36876,different
different,0.7571,0.229,0.39039,different
same,0,0,0.00011,same
different,0.21299,0.504,0.36886,different
different,0.7571,0.229,0.3905,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36888,different
different,0.7571,0.229,0.39051,different
same,0,0,0.00003,same
different,0.21299,0.504,0.36891,different
different,0.7571,0.229,0.39054,different
same,0,0,0.00008,same
different,0.21299,0.504,0.36899,different
different,0.7571,0.229,0.39062,different
same,0,0,0.0001,same
different,0.21299,0.504,0.36908,different
different,0.7571,0.229,0.39072,different
same,0,0,0.00004,same
different,0.21299,0.504,0.36912,different
different,0.7571,0.229,0.39075,different
same,0,0,0.00004,same
different,0.21299,0.504,0.36915,different
different,0.7571,0.229,0.39079,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36917,different
different,0.7571,0.229,0.3908,different
same,0,0,0.00005,same
different,0.21299,0.504,0.36922,different
different,0.7571,0.229,0.39086,different
same,0,0,0.00001,same
different,0.21299,0.504,0.36923,different
different,0.7571,0.229,0.39086,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36925,different
different,0.7571,0.229,0.39088,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36927,different
different,0.7571,0.229,0.3909,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36928,different
different,0.7571,0.229,0.39092,different
same,0,0,0.00002,same
different,0.21299,0.504,0.3693,different
different,0.7571,0.229,0.39093,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36932,different
different,0.7571,0.229,0.39095,different
same,0,0,0.00003,same
different,0.21299,0.504,0.36935,different
different,0.7571,0.229,0.39098,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36936,different
different,0.7571,0.229,0.391,different
same,0,0,0.00008,same
different,0.21299,0.504,0.36944,different
different,0.7571,0.229,0.39107,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36946,different
different,0.7571,0.229,0.39109,different
same,0,0,0.00011,same
different,0.21299,0.504,0.36957,different
different,0.7571,0.229,0.39121,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36959,different
different,0.7571,0.229,0.39122,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36961,different
different,0.7571,0.229,0.39124,different
same,0,0,0.00005,same
different,0.21299,0.504,0.36966,different
different,0.7571,0.229,0.39129,different
same,0,0,0.00003,same
different,0.21299,0.504,0.36969,different
different,0.7571,0.229,0.39132,different
same,0,0,0.00003,same
different,0.21299,0.504,0.36971,different
different,0.7571,0.229,0.39135,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36973,different
different,0.7571,0.229,0.39136,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36975,different
different,0.7571,0.229,0.39138,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36977,different
different,0.7571,0.229,0.3914,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36978,different
different,0.7571,0.229,0.39142,different
same,0,0,0.00002,same
different,0.21299,0.504,0.3698,different
different,0.7571,0.229,0.39143,different
same,0,0,0.00002,same
different,0.21299,0.504,0.36982,different
different,0.7571,0.229,0.39145,different
same,0,0,0.00001,same
different,0.21299,0.504,0.36983,different
different,0.7571,0.229,0.39146,different
same,0,0,0.00011,same
different,0.21299,0.504,0.36993,different
different,0.7571,0.229,0.39156,different
same,0,0,0.00011,same
different,0.21299,0.504,0.37005,different
different,0.7571,0.229,0.39168,different
same,0,0,0.00002,same
different,0.21299,0.504,0.37006,different
different,0.7571,0.229,0.3917,different
same,0,0,0.00001,same
different,0.21299,0.504,0.37007,different
different,0.7571,0.229,0.3917,different
same,0,0,0.00003,same
different,0.21299,0.504,0.3701,different
different,0.7571,0.229,0.39173,different
same,0,0,0.00002,same
different,0.21299,0.504,0.37012,different
different,0.7571,0.229,0.39175,different
same,0,0,0.00003,same
different,0.21299,0.504,0.37014,different
different,0.7571,0.229,0.39177,different
same,0,0,0.00002,same
different,0.21299,0.504,0.37016,different
different,0.7571,0.229,0.39179,different
same,0,0,0.00003,same
different,0.21299,0.504,0.37019,different
different,0.7571,0.229,0.39182,different
same,0,0.001,0.00002,same
different,0.21299,0.504,0.3702,different
different,0.7571,0.228,0.39184,different
same,0,0,0.00003,same
different,0.21299,0.504,0.37023,different
different,0.7571,0.228,0.39186,different
same,0,0,0.00002,same
different,0.21299,0.504,0.37025,different
different,0.7571,0.228,0.39188,different
same,0,0,0.00004,same
different,0.21299,0.504,0.37028,different
different,0.7571,0.228,0.39191,different
same,0,0,0.00003,same
different,0.21299,0.504,0.37031,different
different,0.7571,0.228,0.39194,different
same,0,0,0.00002,same
different,0.21299,0.504,0.37033,different
different,0.7571,0.228,0.39196,different
same,0,0,0.00011,same
different,0.21299,0.504,0.37043,different
different,0.7571,0.228,0.39206,different
same,0,0,0.00002,same
different,0.21299,0.504,0.37045,different
different,0.7571,0.228,0.39208,different
same,0,0,0.00003,same
different,0.21299,0.504,0.37047,different
different,0.7571,0.228,0.39211,different
same,0,0,0.00006,same
different,0.21299,0.504,0.37054,different
different,0.7571,0.228,0.39217,different
same,0,0,0.00002,same
different,0.21299,0.504,0.37055,different
different,0.7571,0.228,0.39219,different
same,0,0,0.00002,same
different,0.21299,0.504,0.37057,different
different,0.7571,0.228,0.3922,different
same,0,0,0.00003,same
different,0.21299,0.504,0.3706,different
different,0.7571,0.228,0.39223,different
same,0,0,0.00003,same
different,0.21299,0.504,0.37062,different
different,0.7571,0.228,0.39226,different
same,0,0,0.00002,same
different,0.21299,0.504,0.37064,different
different,0.7571,0.228,0.39227,different
same,0,0,0.00003,same
different,0.21299,0.504,0.37067,different
different,0.7571,0.228,0.3923,different
same,0,0,0.0001,same
different,0.21299,0.504,0.37076,different
different,0.7571,0.228,0.3924,different
same,0,0,0.00005,same
different,0.21299,0.504,0.37082,different
different,0.7571,0.228,0.39245,different
same,0,0,0.00008,same
different,0.21299,0.504,0.37089,different
different,0.7571,0.228,0.39253,different
same,0,0,0.00002,same
different,0.21299,0.504,0.37091,different
different,0.7571,0.228,0.39254,different
same,0,0,0.00022,same
different,0.21299,0.504,0.37113,different
different,0.7571,0.228,0.39276,different
same,0,0,0.00002,same
different,0.21299,0.504,0.37115,different
different,0.7571,0.228,0.39278,different
same,0,0,0.00004,same
different,0.21299,0.504,0.37118,different
different,0.7571,0.228,0.39282,different
same,0,0,0.00017,same
different,0.21299,0.504,0.37135,different
different,0.7571,0.228,0.39298,different
same,0,0.001,0.00043,same
different,0.21299,0.503,0.37178,different
different,0.7571,0.228,0.39341,different
same,0,0,0.00102,same
different,0.21299,0.503,0.37279,different
different,0.7571,0.228,0.39443,different
same,0,0,0.00015,same
different,0.21299,0.503,0.37294,different
different,0.7571,0.228,0.39457,different
same,0,0.001,0.00088,same
different,0.21299,0.504,0.37383,different
different,0.7571,0.229,0.39546,different
same,0,0.001,0.00073,same
different,0.21299,0.503,0.37455,different
different,0.7571,0.229,0.39618,different
same,0.14455,0,0.00043,same
different,0.35754,0.503,0.37498,different
different,0.61255,0.229,0.39661,different
same,0.1526,0.001,0.00146,same
different,0.51014,0.503,0.37644,different
different,0.45995,0.23,0.39807,different
same,0,0,0.00014,same
different,0.51014,0.503,0.37658,different
different,0.45995,0.23,0.39821,different
same,0,0,0.00088,same
different,0.51014,0.503,0.37747,different
different,0.45995,0.23,0.3991,different
same,0,0.001,0.00277,same
different,0.51014,0.504,0.38023,different
different,0.45995,0.23,0.40186,different
same,0.1513,0,0.00088,same
different,0.35884,0.504,0.38112,different
different,0.61125,0.23,0.40275,different
same,0,0.001,0.00058,same
different,0.35884,0.504,0.38169,different
different,0.61125,0.23,0.40333,different
same,0,0,0.00015,same
different,0.35884,0.504,0.38184,different
different,0.61125,0.23,0.40347,different
same,0,0.001,0.0006,same
different,0.35884,0.505,0.38244,different
different,0.61125,0.23,0.40407,different
same,0,0,0.00013,same
different,0.35884,0.505,0.38257,different
different,0.61125,0.23,0.4042,different
same,0,0,0.00102,same
different,0.35884,0.505,0.38359,different
different,0.61125,0.23,0.40522,different
same,0,0,0.00015,same
different,0.35884,0.505,0.38374,different
different,0.61125,0.23,0.40537,different
same,0,0.001,0.0003,same
different,0.35884,0.506,0.38404,different
different,0.61125,0.231,0.40567,different
same,0,0.001,0.00059,same
different,0.35884,0.507,0.38462,different
different,0.61125,0.231,0.40626,different
same,0,0,0.00015,same
different,0.35884,0.507,0.38477,different
different,0.61125,0.231,0.40641,different
same,0.14049,0,0.00015,same
different,0.21835,0.507,0.38492,different
different,0.75174,0.231,0.40655,different
same,0,0.001,0.00086,same
different,0.21835,0.506,0.38578,different
different,0.75174,0.231,0.40741,different
same,0,0.001,0.00044,same
different,0.21835,0.505,0.38622,different
different,0.75174,0.23,0.40785,different
same,0,0,0.00015,same
different,0.21835,0.505,0.38637,different
different,0.75174,0.23,0.408,different
same,0,0,0.00015,same
different,0.21835,0.505,0.38651,different
different,0.75174,0.23,0.40815,different
same,0.14716,0,0.00131,same
different,0.07119,0.505,0.38783,different
different,0.8989,0.23,0.40946,different
same,0,0.001,0.00126,same
different,0.07119,0.505,0.38909,different
different,0.8989,0.23,0.41072,different
same,0,0,0.00005,same
different,0.07119,0.505,0.38914,different
different,0.8989,0.23,0.41077,different
same,0,0,0.00003,same
different,0.07119,0.505,0.38917,different
different,0.8989,0.23,0.4108,different
same,0,0.001,0.00011,same
different,0.07119,0.506,0.38928,different
different,0.8989,0.23,0.41091,different
same,0,0,0.00002,same
different,0.07119,0.506,0.3893,different
different,0.8989,0.23,0.41093,different
same,0,0,0.00013,same
different,0.07119,0.506,0.38943,different
different,0.8989,0.23,0.41106,different
same,0,0,0.00002,same
different,0.07119,0.506,0.38945,different
different,0.8989,0.23,0.41108,different
same,0,0.001,0.00013,same
different,0.07119,0.507,0.38958,different
different,0.8989,0.23,0.41121,different
same,0,0,0.00002,same
different,0.07119,0.507,0.3896,different
different,0.8989,0.23,0.41123,different
same,0.28568,0.167,0.01563,different
different,0.35687,0.634,0.40522,different
different,0.61322,0.396,0.42686,different
same,0.3092,0.175,0.00216,different
different,0.66607,0.75,0.40739,different
different,0.30402,0.568,0.42902,different
same,0.21301,0.004,0.00525,same
different,0.45306,0.746,0.41264,different
different,0.51703,0.564,0.43427,different
same,0.22168,0.152,0.01724,different
different,0.67474,0.673,0.42988,different
different,0.29535,0.427,0.45151,different
same,0.38824,0.157,0.00177,different
different,0.2865,0.756,0.43164,different
different,0.68359,0.572,0.45327,different
same,0,0,0.00012,same
different,0.2865,0.756,0.43177,different
different,0.68359,0.572,0.4534,different
same,0.83876,0.152,0.00207,different
different,0.12526,0.656,0.43383,different
different,0.15517,0.423,0.45546,different
same,0.97156,0.095,0.00202,different
different,0.1537,0.744,0.43585,different
different,0.81639,0.515,0.45748,different
same,0,0.001,0.00045,same
different,0.1537,0.744,0.4363,different
different,0.81639,0.515,0.45793,different
same,0.38136,0.181,0.0054,different
different,0.53506,0.58,0.4417,different
different,0.43503,0.34,0.46333,different
same,0,0,0.00016,same
different,0.53506,0.58,0.44186,different
different,0.43503,0.34,0.46349,different
same,0.38858,0.086,0.00247,different
different,0.92364,0.664,0.44432,different
different,0.04645,0.416,0.46595,different
same,0.90243,0.051,0.0019,different
different,0.02121,0.668,0.44622,different
different,0.94888,0.45,0.46785,different
same,0,0.001,0.00015,same
different,0.02121,0.668,0.44637,different
different,0.94888,0.451,0.468,different
same,0.2496,0.12,0.00364,different
different,0.27081,0.752,0.45001,different
different,0.69928,0.569,0.47164,different
same,0,0.001,0.00015,same
different,0.27081,0.751,0.45016,different
different,0.69928,0.568,0.47179,different
same,0.12097,0.116,0.0038,different
different,0.39178,0.65,0.45396,different
different,0.57831,0.452,0.47559,different
same,0,0.001,0.00014,same
different,0.39178,0.651,0.4541,different
different,0.57831,0.453,0.47573,different
same,0,0.002,0.00017,same
different,0.39178,0.652,0.45426,different
different,0.57831,0.454,0.4759,different
same,0.48679,0.119,0.00247,different
different,0.87858,0.58,0.45673,different
different,0.09151,0.337,0.47836,different
same,0,0,0.00014,same
different,0.87858,0.58,0.45687,different
different,0.09151,0.337,0.4785,different
same,0.94706,0.173,0.00307,different
different,0.93151,0.736,0.45994,different
different,0.03858,0.505,0.48158,different
same,0,0.001,0.00014,same
different,0.93151,0.735,0.46008,different
different,0.03858,0.505,0.48172,different
same,0.1952,0.264,0.0076,different
different,0.12671,0.518,0.46769,different
different,0.84338,0.243,0.48932,different
same,0.10896,0.012,0.01327,same
different,0.23567,0.509,0.48096,different
different,0.73442,0.244,0.50259,different
same,0.14531,0.001,0.00073,same
different,0.38098,0.509,0.48169,different
different,0.58911,0.245,0.50332,different
same,0.15746,0.001,0.00176,same
different,0.53844,0.51,0.48345,different
different,0.43165,0.246,0.50508,different
same,0.15899,0,0.00014,same
different,0.69743,0.51,0.48359,different
different,0.27266,0.246,0.50522,different
same,0,0.001,0.00017,same
different,0.69743,0.511,0.48375,different
different,0.27266,0.247,0.50539,different
same,0,0,0.00101,same
different,0.69743,0.511,0.48476,different
different,0.27266,0.247,0.50639,different
same,0.84377,0.363,0.04087,different
different,0.85366,0.795,0.52563,different
different,0.11643,0.609,0.54726,different
same,0,0,0.00016,same
different,0.85366,0.795,0.52578,different
different,0.11643,0.609,0.54742,different
same,0,0,0.00014,same
different,0.85366,0.795,0.52592,different
different,0.11643,0.609,0.54756,different
same,0,0,0.00014,same
different,0.85366,0.795,0.52606,different
different,0.11643,0.609,0.5477,different
same,0,0,0.00015,same
different,0.85366,0.795,0.52621,different
different,0.11643,0.609,0.54785,different
same,0,0,0.00015,same
different,0.85366,0.795,0.52636,different
different,0.11643,0.609,0.54799,different
same,0,0,0.00014,same
different,0.85366,0.795,0.5265,different
different,0.11643,0.609,0.54813,different
same,0,0.001,0.00044,same
different,0.85366,0.796,0.52694,different
different,0.11643,0.61,0.54857,different
same,0,0,0.00016,same
different,0.85366,0.796,0.5271,different
different,0.11643,0.61,0.54873,different
same,0,0,0.00014,same
different,0.85366,0.796,0.52724,different
different,0.11643,0.61,0.54887,different
same,0,0,0.00015,same
different,0.85366,0.796,0.52739,different
different,0.11643,0.61,0.54902,different
same,0.15195,0,0.00044,same
different,0.00561,0.796,0.52782,different
different,0.96448,0.61,0.54946,different
same,0,0.001,0.00119,same
different,0.00561,0.796,0.52901,different
different,0.96448,0.609,0.55065,different
same,0,0.001,0.00011,same
different,0.00561,0.795,0.52913,different
different,0.96448,0.608,0.55076,different
same,0,0,0.00002,same
different,0.00561,0.795,0.52914,different
different,0.96448,0.608,0.55078,different
same,0,0.001,0.00046,same
different,0.00561,0.795,0.5296,different
different,0.96448,0.608,0.55123,different
same,0,0,0.00012,same
different,0.00561,0.795,0.52972,different
different,0.96448,0.608,0.55135,different
same,0,0,0.00002,same
different,0.00561,0.795,0.52974,different
different,0.96448,0.608,0.55137,different
same,0,0,0.00013,same
different,0.00561,0.795,0.52987,different
different,0.96448,0.608,0.5515,different
same,0,0,0.00001,same
different,0.00561,0.795,0.52988,different
different,0.96448,0.608,0.55151,different
same,0,0,0.00014,same
different,0.00561,0.795,0.53002,different
different,0.96448,0.608,0.55165,different
same,0.87984,0.135,0.00162,different
different,0.88545,0.668,0.53164,different
different,0.08464,0.478,0.55327,different
same,0,0,0.00001,same
different,0.88545,0.668,0.53165,different
different,0.08464,0.478,0.55328,different
same,0,0.001,0.00012,same
different,0.88545,0.668,0.53177,different
different,0.08464,0.479,0.5534,different
same,0,0,0.00002,same
different,0.88545,0.668,0.53179,different
different,0.08464,0.479,0.55342,different
same,0,0,0.00002,same
different,0.88545,0.668,0.5318,different
different,0.08464,0.479,0.55344,different
same,0,0.001,0.0001,same
different,0.88545,0.668,0.5319,different
different,0.08464,0.478,0.55353,different
same,0,0,0.00009,same
different,0.88545,0.668,0.53199,different
different,0.08464,0.478,0.55362,different
same,0.42482,0.247,0.01152,different
different,0.46063,0.504,0.54351,different
different,0.50946,0.231,0.56515,different
same,0.17264,0.251,0.00227,different
different,0.28799,0.721,0.54578,different
different,0.6821,0.476,0.56741,different
same,0.70798,0.107,0.00174,different
different,0.99597,0.614,0.54752,different
different,0.02588,0.393,0.56915,different
same,0.70163,0.158,0.00628,different
different,0.29434,0.507,0.5538,different
different,0.67575,0.235,0.57544,different
same,0,0.001,0.00014,same
different,0.29434,0.507,0.55394,different
different,0.67575,0.235,0.57558,different
same,0.00391,0.001,0.00179,same
different,0.29825,0.507,0.55574,different
different,0.67184,0.235,0.57737,different
same,0.5235,0.183,0.00697,different
different,0.77475,0.624,0.5627,different
different,0.19534,0.419,0.58434,different
same,0.34045,0.079,0.00102,same
different,0.1152,0.58,0.56373,different
different,0.85489,0.341,0.58536,different
same,0.16235,0,0.00015,same
different,0.27755,0.58,0.56388,different
different,0.69254,0.341,0.58551,different
same,0.40738,0.053,0.00102,same
different,0.87017,0.608,0.5649,different
different,0.09992,0.393,0.58653,different
same,0,0.003,0.00015,same
different,0.87017,0.611,0.56505,different
different,0.09992,0.396,0.58668,different
same,0.38071,0.084,0.00205,same
different,0.25088,0.682,0.5671,different
different,0.28079,0.423,0.58873,different
same,0,0.001,0.00014,same
different,0.25088,0.682,0.56724,different
different,0.28079,0.422,0.58887,different
same,0.44546,0.114,0.00205,different
different,0.80542,0.57,0.56928,different
different,0.16467,0.321,0.59092,different
same,0.51323,0.102,0.00191,different
different,0.31865,0.647,0.57119,different
different,0.34856,0.423,0.59282,different
same,0,0,0.00013,same
different,0.31865,0.647,0.57132,different
different,0.34856,0.423,0.59296,different
same,0.44907,0.032,0.00146,same
different,0.86958,0.634,0.57278,different
different,0.10051,0.432,0.59442,different
same,0,0,0.00015,same
different,0.86958,0.634,0.57293,different
different,0.10051,0.432,0.59457,different
same,0.25407,0.086,0.00394,same
different,0.61551,0.719,0.57687,different
different,0.35458,0.504,0.5985,different
same,0,0,0.00002,same
different,0.61551,0.719,0.57689,different
different,0.35458,0.504,0.59852,different
same,0.47302,0.069,0.00015,same
different,0.08853,0.743,0.57704,different
different,0.88156,0.56,0.59867,different
same,0.88733,0.22,0.0013,different
different,0.97586,0.6,0.57833,different
different,0.00577,0.345,0.59996,different
same,0,0.001,0.00015,same
different,0.97586,0.6,0.57848,different
different,0.00577,0.345,0.60011,different
same,0,0.001,0.00014,same
different,0.97586,0.601,0.57862,different
different,0.00577,0.345,0.60025,different
same,0.98749,0.088,0.00263,different
different,0.98837,0.627,0.58126,different
different,0.98172,0.421,0.60289,different
same,0.29005,0.086,0.00131,same
different,0.27842,0.687,0.58257,different
different,0.30834,0.43,0.6042,different
same,0,0.001,0.00014,same
different,0.27842,0.688,0.58271,different
different,0.30834,0.431,0.60434,different
same,0.64033,0.433,0.01186,different
different,0.63809,0.494,0.59457,different
different,0.332,0.561,0.6162,different
same,0.78448,0.404,0.0089,different
different,0.42257,0.508,0.60347,different
different,0.54752,0.24,0.6251,different
same,0.36248,0.259,0.00566,different
different,0.06009,0.715,0.60913,different
different,0.91,0.497,0.63076,different
same,0.785,0.405,0.01157,different
different,0.84509,0.424,0.6207,different
different,0.125,0.497,0.64233,different
same,0.65646,0.401,0.01953,different
different,0.18863,0.747,0.64023,different
different,0.78146,0.561,0.66186,different
same,0,0.001,0.00014,same
different,0.18863,0.746,0.64037,different
different,0.78146,0.56,0.662,different
same,0.15388,0,0.00016,same
different,0.03475,0.746,0.64053,different
different,0.93534,0.56,0.66216,different
same,0.45288,0.07,0.00174,same
different,0.58187,0.725,0.64227,different
different,0.38822,0.505,0.6639,different
same,0,0.001,0.00015,same
different,0.58187,0.725,0.64242,different
different,0.38822,0.505,0.66405,different
same,0,0.001,0.00014,same
different,0.58187,0.724,0.64256,different
different,0.38822,0.504,0.66419,different
same,0.25232,0.074,0.00221,same
different,0.83419,0.653,0.64476,different
different,0.1359,0.458,0.66639,different
same,0,0,0.00015,same
different,0.83419,0.653,0.64491,different
different,0.1359,0.458,0.66654,different
same,0,0,0.00015,same
different,0.83419,0.653,0.64506,different
different,0.1359,0.458,0.66669,different
same,0.23592,0.08,0.00144,same
different,0.07011,0.607,0.6465,different
different,0.10002,0.38,0.66813,different
same,0.99635,0.103,0.00146,different
different,0.07376,0.704,0.64796,different
different,0.89633,0.476,0.6696,different
same,0.1185,0.086,0.0013,same
different,0.19226,0.687,0.64927,different
different,0.77783,0.512,0.6709,different
same,0.47617,0.106,0.00657,different
different,0.71609,0.792,0.65584,different
different,0.254,0.603,0.67747,different
same,0,0.001,0.00016,same
different,0.71609,0.792,0.656,different
different,0.254,0.602,0.67763,different
same,0,0,0.00013,same
different,0.71609,0.792,0.65613,different
different,0.254,0.602,0.67776,different
same,0,0.001,0.00193,same
different,0.71609,0.792,0.65805,different
different,0.254,0.603,0.67968,different
same,0,0,0.00014,same
different,0.71609,0.792,0.65819,different
different,0.254,0.603,0.67982,different
same,0,0,0.00002,same
different,0.71609,0.792,0.65821,different
different,0.254,0.603,0.67984,different
same,0.15942,0,0.00027,same
different,0.87551,0.792,0.65848,different
different,0.09458,0.603,0.68011,different
same,0,0,0.0003,same
different,0.87551,0.792,0.65878,different
different,0.09458,0.603,0.68041,different
same,0,0,0.00012,same
different,0.87551,0.792,0.6589,different
different,0.09458,0.603,0.68053,different
same,0,0,0.00002,same
different,0.87551,0.792,0.65892,different
different,0.09458,0.603,0.68055,different
same,0,0,0.00013,same
different,0.87551,0.792,0.65905,different
different,0.09458,0.603,0.68068,different
same,0,0,0.00002,same
different,0.87551,0.792,0.65907,different
different,0.09458,0.603,0.6807,different
same,0,0,0.00013,same
different,0.87551,0.792,0.6592,different
different,0.09458,0.603,0.68083,different
same,0.81568,0.247,0.0359,different
different,0.69119,0.626,0.6951,different
different,0.2789,0.361,0.71674,different
same,0,0.001,0.00015,same
different,0.69119,0.626,0.69525,different
different,0.2789,0.361,0.71688,different
same,0,0.001,0.00016,same
different,0.69119,0.625,0.69541,different
different,0.2789,0.36,0.71704,different
same,0,0.001,0.00014,same
different,0.69119,0.625,0.69555,different
different,0.2789,0.359,0.71718,different
same,0,0.001,0.00014,same
different,0.69119,0.624,0.69569,different
different,0.2789,0.358,0.71732,different
same,0,0.001,0.00015,same
different,0.69119,0.624,0.69584,different
different,0.2789,0.357,0.71747,different
same,0,0.002,0.00015,same
different,0.69119,0.622,0.69599,different
different,0.2789,0.355,0.71762,different
same,0,0.003,0.00014,same
different,0.69119,0.621,0.69613,different
different,0.2789,0.352,0.71776,different
same,0,0.004,0.00015,same
different,0.69119,0.618,0.69628,different
different,0.2789,0.349,0.71791,different
same,0,0.004,0.00014,same
different,0.69119,0.616,0.69642,different
different,0.2789,0.345,0.71805,different
same,0,0.005,0.00015,same
different,0.69119,0.613,0.69657,different
different,0.2789,0.34,0.7182,different
same,0,0.006,0.00015,same
different,0.69119,0.61,0.69671,different
different,0.2789,0.334,0.71835,different
same,0,0.007,0.00014,same
different,0.69119,0.606,0.69685,different
different,0.2789,0.327,0.71849,different
same,0,0.017,0.0003,same
different,0.69119,0.597,0.69715,different
different,0.2789,0.311,0.71878,different
same,0,0.008,0.00014,same
different,0.69119,0.594,0.69729,different
different,0.2789,0.303,0.71892,different
same,0,0.009,0.00017,same
different,0.69119,0.589,0.69746,different
different,0.2789,0.295,0.71909,different
same,0,0.008,0.00013,same
different,0.69119,0.586,0.69759,different
different,0.2789,0.287,0.71922,different
same,0.19181,0.008,0.00016,same
different,0.49938,0.582,0.69775,different
different,0.47071,0.28,0.71938,different
same,0,0.007,0.00013,same
different,0.49938,0.579,0.69788,different
different,0.47071,0.273,0.71951,different
same,0.15824,0.006,0.00015,same
different,0.34114,0.576,0.69803,different
different,0.62895,0.267,0.71966,different
same,0,0.005,0.00015,same
different,0.34114,0.574,0.69818,different
different,0.62895,0.263,0.71981,different
same,0.16063,0.004,0.00014,same
different,0.18051,0.573,0.69832,different
different,0.78958,0.259,0.71995,different
same,0,0.003,0.00015,same
different,0.18051,0.572,0.69846,different
different,0.78958,0.257,0.7201,different
same,0,0.002,0.00015,same
different,0.18051,0.571,0.69861,different
different,0.78958,0.255,0.72025,different
same,0,0.001,0.00014,same
different,0.18051,0.571,0.69875,different
different,0.78958,0.254,0.72039,different
same,0,0,0.00015,same
different,0.18051,0.571,0.6989,different
different,0.78958,0.254,0.72053,different
same,0,0.001,0.00059,same
different,0.18051,0.57,0.69949,different
different,0.78958,0.254,0.72112,different
same,0,0.001,0.00014,same
different,0.18051,0.57,0.69963,different
different,0.78958,0.254,0.72126,different
same,0,0.001,0.00016,same
different,0.18051,0.57,0.69979,different
different,0.78958,0.254,0.72142,different
same,0,0.001,0.00014,same
different,0.18051,0.57,0.69993,different
different,0.78958,0.256,0.72156,different
same,0,0.002,0.00014,same
different,0.18051,0.57,0.70007,different
different,0.78958,0.257,0.7217,different
same,0,0.003,0.00015,same
different,0.18051,0.571,0.70021,different
different,0.78958,0.26,0.72185,different
same,0,0.004,0.00015,same
different,0.18051,0.572,0.70036,different
different,0.78958,0.263,0.722,different
same,0,0.005,0.00015,same
different,0.18051,0.574,0.70051,different
different,0.78958,0.267,0.72214,different
same,0.20813,0.006,0.00014,same
different,0.38864,0.576,0.70065,different
different,0.58145,0.272,0.72228,different
same,0,0.006,0.00015,same
different,0.38864,0.578,0.7008,different
different,0.58145,0.278,0.72243,different
same,0,0.007,0.00015,same
different,0.38864,0.581,0.70095,different
different,0.58145,0.284,0.72258,different
same,0.18427,0.006,0.00014,same
different,0.57291,0.584,0.70109,different
